,Provincia,Partido,Localidad,ADSL,Cablemódem,Dial Up,Fibra óptica,4G,3G,Telefonía Fija,Wireless,Satelital
2115,RIO NEGRO,Bariloche,Villa Catedral,1,0,0,0,1,1,1,0,0
2116,RIO NEGRO,Bariloche,Villa Llao Llao,1,0,0,0,1,1,1,0,0
2117,RIO NEGRO,Bariloche,Villa Los Coihues,0,0,0,0,1,1,0,0,1
2118,RIO NEGRO,Bariloche,Villa Mascardi,0,0,0,1,1,1,0,0,0
2119,RIO NEGRO,Conesa,Barrio Colonia Conesa,0,0,0,0,0,0,0,0,0
2120,RIO NEGRO,Conesa,Barrio Planta Compresora de Gas,0,0,0,0,0,0,0,0,0
2121,RIO NEGRO,Conesa,General Conesa,1,0,0,1,1,1,1,0,1
2122,RIO NEGRO,El Cuy,Aguada Guzmán,0,0,0,0,0,0,0,0,1
2123,RIO NEGRO,El Cuy,Cerro Policía,0,0,0,1,1,1,1,0,0
2124,RIO NEGRO,El Cuy,El Cuy,1,0,1,0,0,0,1,0,1
2125,RIO NEGRO,El Cuy,Las Perlas,0,0,0,1,1,0,0,1,1
2126,RIO NEGRO,El Cuy,Mencué,0,0,0,0,0,0,1,0,1
2127,SAN JUAN,Santa Lucía,Colonia Gutierrez,0,0,0,0,1,1,0,0,0
2128,SAN JUAN,Santa Lucía,Santa Lucía,1,0,1,1,1,1,1,1,0
2129,SAN JUAN,Sarmiento,Cañada Honda,0,0,0,1,1,0,1,1,1
2130,SAN JUAN,Sarmiento,Cienaguita,0,0,0,1,0,0,0,1,0
2131,SAN JUAN,Sarmiento,Colonia Fiscal,0,0,0,0,0,0,0,0,0
2132,SAN JUAN,Sarmiento,Divisadero,0,0,0,0,1,0,1,1,0
2133,SAN JUAN,Sarmiento,Guanacache,0,0,0,0,1,0,0,1,0
2134,SAN JUAN,Sarmiento,Las Lagunas,0,0,0,0,1,1,0,0,1
2135,SAN JUAN,Sarmiento,Los Berros,0,0,0,1,1,1,1,1,0
2136,SAN JUAN,Sarmiento,Pedernal,0,0,0,0,1,0,0,1,0
2137,SAN JUAN,Sarmiento,Punta del Médano,0,0,0,0,1,0,1,1,0
2138,SAN JUAN,Sarmiento,Villa Media Agua,0,0,0,1,1,1,1,1,0
2139,SAN JUAN,Ullum,Villa Ibáñez,0,0,1,0,1,1,1,1,0
2140,SAN JUAN,Valle Fértil,Astica,0,0,0,0,1,1,1,1,0
2141,SAN JUAN,Valle Fértil,Balde del Rosario,0,0,0,0,0,0,1,0,0
2142,SAN JUAN,Valle Fértil,Chucuma,0,0,0,0,0,1,0,0,0
2143,SAN JUAN,Jáchal,Gran China,0,0,0,0,0,0,0,1,0
2144,SAN JUAN,Jáchal,Huaco,0,0,0,0,0,0,1,1,0
2145,SAN JUAN,Jáchal,La Falda,0,0,0,0,0,0,0,0,0
2146,SAN JUAN,Jáchal,Mogna,0,0,0,0,0,0,0,1,0
2147,SAN JUAN,Jáchal,Niquivil,0,0,0,0,1,0,1,1,0
2148,SAN JUAN,Jáchal,Pampa Vieja,0,0,0,0,0,0,0,1,0
2149,SAN JUAN,Jáchal,San Isidro,0,0,0,0,0,0,0,1,0
2150,SAN JUAN,Jáchal,San José de Jáchal,0,0,1,1,1,1,1,1,1
2151,SAN JUAN,Jáchal,Tamberías,0,0,0,0,0,0,1,1,0
2152,SAN JUAN,Jáchal,Villa Malvinas Argentinas,0,0,0,0,0,0,0,1,0
2153,SAN JUAN,Jáchal,Villa Mercedes,0,0,0,0,1,0,1,1,1
2154,SAN JUAN,Pocito,Barrio Municipal,0,0,0,0,0,0,0,0,0
2155,SAN JUAN,Pocito,Barrio Ruta 40,0,0,0,0,1,1,0,1,0
2156,SAN JUAN,Pocito,Carpintería,0,0,0,0,1,0,1,1,0
2157,SAN JUAN,Pocito,La Rinconada,0,0,0,0,1,1,0,0,0
2158,SAN JUAN,Pocito,Las Piedritas,0,0,0,0,0,0,0,0,0
2159,SAN JUAN,Pocito,Quinto Cuartel,0,0,0,0,1,1,1,1,0
2160,SAN JUAN,Pocito,Villa Aberastain,0,0,0,0,1,1,0,1,0
2161,SAN JUAN,Pocito,Villa Aberastain - La Rinconada,1,0,1,0,0,0,1,1,1
2162,SAN JUAN,Valle Fértil,Los Baldecitos,0,0,0,0,1,1,1,0,0
2163,SAN JUAN,Valle Fértil,Usno,0,0,0,0,0,0,0,0,0
2164,SAN JUAN,Valle Fértil,Villa San Agustín,0,0,0,1,1,0,1,1,1
2165,SAN JUAN,Zonda,Villa Basilio Nievas,0,0,0,0,1,1,1,1,0
2166,SAN JUAN,Zonda,Villa Tacu,0,0,0,0,0,0,0,0,0
2167,SAN LUIS,Ayacucho,Balde De Azcurra,0,0,0,0,0,0,0,0,0
2168,SAN LUIS,Ayacucho,Balde De Los Torres,0,0,0,0,0,0,0,0,0
2169,SAN LUIS,Ayacucho,Balde Del Carmen,0,0,0,0,0,0,0,0,0
2170,SAN LUIS,Ayacucho,Balde Retamo,0,0,0,0,0,0,0,0,0
2171,SAN LUIS,Ayacucho,Baldecito De La Pampa,0,0,0,0,0,0,0,0,0
2172,SAN LUIS,Ayacucho,Candelaria,0,0,0,1,1,0,1,1,0
2173,SAN LUIS,Ayacucho,Carpinteria,0,0,0,0,0,0,0,0,0
2174,SAN LUIS,Ayacucho,El Calden,0,0,0,0,0,0,0,0,0
2175,SAN LUIS,Ayacucho,El Injerto,0,0,0,0,0,0,0,0,0
2176,SAN LUIS,Ayacucho,El Rincon,0,0,0,0,0,0,0,0,0
2177,SAN LUIS,Ayacucho,El Vinagrillo,0,0,0,0,0,0,0,0,0
2178,SAN LUIS,Ayacucho,El Zapallar,0,0,0,0,0,0,0,0,0
2179,SAN LUIS,Ayacucho,La Aguada,0,0,0,0,0,0,0,0,0
2180,SAN LUIS,Ayacucho,La Avenencia,0,0,0,0,0,0,0,0,0
2181,SAN LUIS,Ayacucho,La Botija,0,0,0,0,0,0,0,0,0
2182,SAN LUIS,Ayacucho,La Brea,0,0,0,0,0,0,0,0,0
2183,SAN LUIS,Ayacucho,La Majada,0,0,0,0,0,0,0,1,0
2184,SAN LUIS,Ayacucho,La Represita,0,0,0,0,0,0,0,0,0
2185,SAN LUIS,Ayacucho,La Salvadora,0,0,0,0,0,0,0,0,0
2186,SAN LUIS,Ayacucho,Las Chacras,0,0,0,0,0,0,0,0,0
2187,SAN LUIS,Ayacucho,Las Chimbas,0,0,0,0,0,0,0,0,0
2188,SAN LUIS,Ayacucho,Las Lagunitas,0,0,0,0,0,0,0,0,0
2189,SAN LUIS,Ayacucho,Leandro N. Alem,0,0,0,0,0,0,0,1,0
2190,SAN LUIS,Ayacucho,Lomas Blancas,0,0,0,0,0,0,0,1,0
2191,SANTA FE,Constitución,Bombal,1,1,0,1,1,1,1,0,0
2192,SANTA FE,Constitución,Cañada Rica,0,0,0,0,1,0,1,0,0
2193,SANTA FE,Constitución,Cepeda,0,0,0,0,0,0,0,1,0
2194,SANTA FE,Constitución,Empalme Villa Constitución,1,0,0,0,1,0,1,0,0
2195,SANTA FE,Constitución,Firmat,0,0,0,0,0,0,0,0,0
2196,SANTA FE,Constitución,General Gelly,1,0,0,0,1,0,0,1,0
2197,SANTA FE,Constitución,Godoy,0,0,0,0,1,1,1,1,0
2198,SANTA FE,Constitución,Juan B. Molina,1,0,0,0,1,1,1,1,0
2199,SANTA FE,Constitución,Juncal,1,0,0,1,0,0,1,1,0
2200,SANTA FE,Constitución,La Vanguardia,0,0,0,1,0,0,1,0,0
2201,SANTA FE,Constitución,Máximo Paz (Est. Paz),1,1,0,0,1,1,1,1,0
2202,SANTA FE,Constitución,Pavón,1,0,0,0,1,1,1,0,0
2203,SANTA FE,Constitución,Pavón Arriba,0,1,0,1,1,1,1,1,0
2204,SANTA FE,Constitución,Peyrano,0,1,0,0,1,0,1,0,0
2205,SANTA FE,Constitución,Rueda,0,0,0,0,0,0,1,1,0
2206,SANTA FE,Constitución,Santa Teresa,1,1,0,1,1,1,1,1,0
2207,SANTA FE,Constitución,Sargento Cabral,0,0,0,1,1,0,1,1,0
2208,SANTA FE,Constitución,Stephenson,0,0,0,0,1,0,0,0,0
2209,SANTA FE,Constitución,Theobald,0,0,0,0,1,0,1,0,0
2210,SANTA FE,Constitución,Villa Constitución,1,1,0,1,1,1,1,1,0
2211,SANTA FE,Garay,Cayastá,0,0,0,0,1,1,1,1,0
2212,SANTA FE,Garay,Helvecia,0,1,0,0,1,0,1,1,0
2213,SANTA FE,Garay,Los Zapallos,0,1,0,0,1,0,1,0,0
2214,SANTA FE,Garay,Saladero Mariano Cabal,0,0,0,0,1,0,1,1,1
2215,SANTA FE,Garay,Santa Rosa de Calchines,1,1,0,0,1,1,1,0,0
2216,SANTA FE,General López,Aarón Castellanos (Est. Castellanos),0,0,0,0,1,0,1,1,0
2217,SANTA FE,General López,Amenábar,1,0,0,0,1,1,1,1,0
2218,SANTA FE,General López,Cafferata,1,0,0,1,1,1,0,0,0
2219,SANTA FE,San Jerónimo,López (Est. San Martín de Tours),1,1,0,0,1,0,1,0,0
2220,SANTA FE,San Jerónimo,Maciel,1,1,0,0,1,1,1,1,0
2221,SANTA FE,San Jerónimo,Monje,0,0,0,1,1,1,1,0,0
2222,SANTA FE,San Jerónimo,Puerto Aragón,0,0,0,0,0,0,0,0,0
2223,SANTA FE,San Jerónimo,San Eugenio,0,1,0,0,1,0,0,0,0
2224,SANTA FE,San Jerónimo,San Fabián,1,1,0,0,0,0,1,1,0
2225,SANTA FE,San Jerónimo,San Genaro,1,0,0,1,1,1,1,1,0
2226,SANTA FE,San Jerónimo,San Genaro Norte,1,1,0,1,1,0,1,1,0
2227,SANTA FE,San Justo,Angeloni,0,0,0,0,0,0,0,1,0
2228,SANTA FE,San Justo,Cayastacito,0,0,0,0,0,0,1,1,0
2229,SANTA FE,San Justo,Colonia Dolores,0,0,0,0,1,0,0,1,0
2230,SANTA FE,San Justo,Esther,0,0,0,0,0,0,0,1,0
2231,SANTA FE,San Justo,Gobernador Crespo,1,1,0,0,1,1,1,1,0
2232,SANTA FE,San Justo,La Criolla (Est. Cañadita),1,1,0,0,1,0,1,1,0
2233,SANTA FE,San Justo,La Penca y Caraguatá,0,0,0,0,0,0,1,1,0
2234,SANTA FE,San Justo,Marcelino Escalada,1,1,0,0,1,1,1,1,0
2235,SANTA FE,San Justo,Naré,0,0,0,0,0,0,1,1,0
2236,SANTA FE,San Justo,Pedro Gómez Cello,0,0,0,0,1,0,1,1,0
2237,SANTA FE,San Justo,Ramayón,0,0,0,0,0,0,1,1,0
2238,SANTA FE,San Justo,San Bernardo,0,0,0,0,0,0,0,1,0
2239,SANTA FE,San Justo,San Justo,1,0,0,1,1,1,1,1,0
2240,SANTA FE,San Justo,San Martín Norte,0,0,0,0,1,0,1,1,0
2241,SANTA FE,San Justo,Silva (Est. Abipones),0,0,0,0,0,0,0,1,0
2242,SANTA FE,San Justo,Vera y Pintado (Est. Guaraníes),1,0,0,1,1,0,1,1,0
2243,SANTA FE,San Justo,Videla,1,0,0,1,1,0,1,1,0
2244,SANTA FE,San Lorenzo,Aldao,0,1,0,0,1,0,1,0,0
2245,SANTIAGO DEL ESTERO,Río Hondo,La Nueva Donosa,0,0,0,0,1,1,0,0,0
2246,SANTIAGO DEL ESTERO,Río Hondo,Los Miranda,0,0,0,0,0,0,0,0,0
2247,SANTIAGO DEL ESTERO,Río Hondo,Los Núñez,0,0,0,1,1,0,0,0,0
2248,SANTIAGO DEL ESTERO,Río Hondo,Mansupa,0,0,0,0,1,1,0,0,0
2249,SANTIAGO DEL ESTERO,Río Hondo,Pozuelos,0,0,0,1,0,0,0,0,1
2250,SANTIAGO DEL ESTERO,Río Hondo,Rodeo de Valdez,0,0,0,0,0,0,0,0,0
2251,SANTIAGO DEL ESTERO,Río Hondo,Sauzal,0,0,0,0,0,0,0,0,0
2252,SANTIAGO DEL ESTERO,Río Hondo,Termas de Río Hondo,1,0,0,1,1,1,1,1,1
2253,SANTIAGO DEL ESTERO,Río Hondo,Villa Giménez,0,0,0,0,0,0,0,0,0
2254,SANTIAGO DEL ESTERO,Río Hondo,Villa Río Hondo,0,0,0,0,1,1,0,0,0
2255,SANTIAGO DEL ESTERO,Río Hondo,Villa Turística del Embalse,0,0,0,0,0,0,0,0,0
2256,SANTIAGO DEL ESTERO,Río Hondo,Vinará,0,0,0,0,1,0,0,0,0
2257,SANTIAGO DEL ESTERO,Rivadavia,Colonia Alpina,0,1,0,0,1,0,0,1,1
2258,SANTIAGO DEL ESTERO,Rivadavia,Palo Negro,0,0,0,1,1,1,0,1,0
2259,SANTIAGO DEL ESTERO,Rivadavia,Selva,0,1,0,1,1,1,1,1,1
2260,SANTIAGO DEL ESTERO,Robles,Beltrán,1,0,0,0,1,1,1,1,1
2261,TUCUMAN,Yerba Buena,Yerba Buena - Marcos Paz,1,1,0,1,1,1,1,0,0
2262,BUENOS AIRES,Coronel Dorrego,Coronel Dorrego,1,1,1,1,1,1,1,1,0
2263,BUENOS AIRES,Coronel Dorrego,El Perdido (Est. José A. Guisasola),0,0,0,1,1,1,1,1,0
2264,BUENOS AIRES,Coronel Dorrego,Faro,0,0,0,0,0,0,0,0,0
2265,BUENOS AIRES,Coronel Dorrego,Irene,0,0,0,0,1,1,0,0,0
2266,BUENOS AIRES,Coronel Dorrego,Oriente,0,0,0,1,1,0,1,1,0
2267,BUENOS AIRES,Coronel Dorrego,Paraje La Ruta,0,0,0,0,1,0,0,0,0
2268,BUENOS AIRES,Coronel Dorrego,San Román,0,0,0,0,1,1,0,0,0
2269,BUENOS AIRES,Coronel Pringles,Coronel Pringles (Est. Pringles),1,1,1,1,1,1,1,1,0
2270,BUENOS AIRES,Coronel Pringles,El Divisorio,0,0,0,0,1,0,0,0,0
2271,BUENOS AIRES,Coronel Pringles,El Pensamiento,0,0,0,0,0,0,0,0,0
2272,BUENOS AIRES,Coronel Pringles,Indio Rico,0,0,1,1,1,1,1,1,0
2273,BUENOS AIRES,Coronel Pringles,Lartigau,0,0,0,0,0,0,0,0,0
2274,BUENOS AIRES,Coronel Suárez,Cascadas,0,0,0,0,0,0,0,0,0
2275,BUENOS AIRES,Coronel Suárez,Coronel Suárez,1,1,1,1,1,1,1,1,0
2276,BUENOS AIRES,Coronel Suárez,Cura Malal,0,0,0,0,0,0,0,0,0
2277,BUENOS AIRES,Coronel Suárez,D'Orbigny,0,0,0,0,0,0,0,0,0
2278,BUENOS AIRES,Lomas De Zamora,Llavallol,1,1,1,1,1,1,1,1,0
2279,BUENOS AIRES,Lomas De Zamora,Lomas De Zamora,1,1,1,1,1,1,1,1,1
2280,BUENOS AIRES,Lomas De Zamora,Temperley,1,1,1,1,1,1,1,0,1
2281,BUENOS AIRES,Lomas De Zamora,Turdera,1,1,1,1,1,1,1,0,0
2282,BUENOS AIRES,Lomas De Zamora,Villa Centenario,0,1,0,1,1,1,0,1,0
2283,BUENOS AIRES,Lomas De Zamora,Villa Fiorito,0,1,0,1,1,1,1,1,0
2284,CORDOBA,Colón,Los Molles,0,0,0,0,0,0,0,0,1
2285,BUENOS AIRES,Tigre,Ricardo Rojas,1,1,0,1,1,1,1,0,0
2286,BUENOS AIRES,Tigre,Rincón de Milberg,1,1,0,1,1,1,1,1,0
2287,BUENOS AIRES,Tigre,Tigre,1,1,0,1,1,1,1,1,1
2288,BUENOS AIRES,Tordillo,General Conesa,1,1,0,0,1,1,1,1,0
2289,BUENOS AIRES,Tordillo,Villa Roch,0,0,0,0,1,1,0,1,0
2290,BUENOS AIRES,Tornquist,Chasicó,0,0,0,0,0,0,1,0,0
2291,BUENOS AIRES,Tornquist,Saldungaray,1,0,0,0,1,1,1,0,0
2292,BUENOS AIRES,Tornquist,Sierra de la Ventana,0,1,0,1,1,1,1,0,0
2293,SAN LUIS,Ayacucho,Los Quemados,0,0,0,0,0,0,0,0,0
2294,SAN LUIS,Ayacucho,Luján,0,0,0,0,0,0,1,1,0
2295,CORDOBA,Colón,Malvinas Argentinas,1,0,0,1,1,1,1,1,0
2296,CORDOBA,Colón,Mendiolaza,1,1,0,1,1,1,1,1,0
2297,CORDOBA,Colón,Mi Granja,0,0,0,1,0,0,1,0,0
2298,CORDOBA,Colón,Pajas Blancas,0,0,0,0,1,1,0,1,0
2299,CORDOBA,Colón,Río Ceballos,1,1,0,1,1,1,1,1,1
2300,CORDOBA,Colón,Saldán,1,1,0,1,1,1,1,1,0
2301,CORDOBA,Colón,Salsipuedes,1,1,0,1,1,1,1,1,0
2302,CORDOBA,Colón,Santa Elena,0,0,0,0,0,0,0,0,0
2303,CORDOBA,Colón,Tinoco,0,0,0,0,0,0,1,0,0
2304,CORDOBA,Colón,Unquillo,1,1,0,1,1,1,1,1,0
2305,CORDOBA,Juárez Celman,Los Cisnes,1,0,0,1,1,0,1,1,0
2306,CORDOBA,Juárez Celman,Olaeta,0,1,0,0,1,0,1,0,0
2307,CORDOBA,Juárez Celman,Pacheco de Melo,0,0,0,0,0,0,0,0,0
2308,CORDOBA,Juárez Celman,Paso del Durazno,0,0,0,0,0,0,0,0,0
2309,CORDOBA,Juárez Celman,Santa Eufemia,0,1,0,0,1,1,1,1,1
2310,CORDOBA,Juárez Celman,Ucacha,1,1,0,1,1,1,1,1,0
2311,CORDOBA,Juárez Celman,Villa Reducción,0,0,0,0,1,1,1,1,0
2312,CORDOBA,Marcos Juárez,Alejo Ledesma,0,0,0,1,1,1,1,1,1
2313,CORDOBA,Marcos Juárez,Arias,1,0,0,0,1,1,1,0,0
2314,CORDOBA,Marcos Juárez,Camilo Aldao,1,0,0,1,1,1,1,0,1
2315,CORDOBA,Marcos Juárez,Capitán General Bernardo O'Higgins,1,0,0,0,0,0,1,1,0
2316,CORDOBA,Marcos Juárez,Cavanagh,0,0,0,0,1,0,1,1,0
2317,CORDOBA,Marcos Juárez,Colonia Barge,0,0,0,0,0,0,0,0,0
2318,CORRIENTES,San Martín,Yapeyú,0,0,0,0,1,1,1,0,0
2319,CORRIENTES,San Miguel,Loreto,0,0,0,0,1,0,1,1,1
2320,CORRIENTES,San Miguel,San Miguel,0,0,0,0,1,1,1,1,1
2321,CORRIENTES,San Roque,9 de Julio (Est. Pueblo 9 de Julio),0,0,0,0,1,0,1,0,0
2322,CORRIENTES,San Roque,Chavarría,0,0,0,0,0,0,1,0,1
2323,CORRIENTES,San Roque,Colonia Pando,0,0,0,0,1,0,0,0,0
2324,CORRIENTES,San Roque,Pedro R. Fernández (Est. Manuel F. Mantilla),0,0,0,0,1,0,1,0,1
2325,CORRIENTES,San Roque,San Roque,0,0,0,0,1,1,1,0,1
2326,CORRIENTES,Santo Tomé,Garruchos,0,0,0,0,1,0,0,0,0
2327,CORRIENTES,Santo Tomé,Gobernador Igr. Valentín Virasoro,1,0,0,1,1,1,1,0,1
2328,CORRIENTES,Santo Tomé,José Rafael Gómez,0,0,0,0,1,0,0,1,0
2329,CORRIENTES,Santo Tomé,Santo Tomé,1,0,0,0,1,1,1,1,1
2330,CORRIENTES,Sauce,Sauce,0,1,0,0,1,1,1,0,1
2331,ENTRE RIOS,Colón,Arroyo Barú,0,0,0,1,1,0,1,1,1
2332,LA PAMPA,Realicó,Adolfo Van Praet,0,1,0,0,0,0,1,1,1
2333,LA PAMPA,Realicó,Alta Italia,0,0,0,0,0,0,1,1,1
2334,LA PAMPA,Realicó,Damián Maisonave (Est. Simson),0,0,0,1,0,0,1,1,0
2335,LA PAMPA,Realicó,Embajador Martini,1,0,0,1,1,0,1,1,1
2336,LA PAMPA,Realicó,Falucho,0,0,0,0,0,0,1,1,1
2337,LA PAMPA,Realicó,Ingeniero Luiggi,0,0,0,1,1,1,1,1,1
2338,LA PAMPA,Realicó,Ojeda,0,0,0,0,0,0,0,1,0
2339,LA PAMPA,Realicó,Realicó,1,0,1,1,1,1,1,1,1
2340,LA PAMPA,Toay,Cachirulo,0,0,0,0,1,1,0,0,0
2341,LA PAMPA,Toay,Naicó,0,0,0,0,0,0,0,0,0
2342,LA PAMPA,Toay,Toay,1,1,0,1,1,1,1,1,1
2343,LA PAMPA,Trenel,Arata,0,0,0,1,1,1,1,1,1
2344,NEUQUEN,Lácar,San Martín de los Andes,1,1,0,1,1,1,1,1,1
2345,NEUQUEN,Lácar,Villa Lago Meliquina,1,0,0,1,1,0,1,1,1
2346,NEUQUEN,Loncopué,Chorriaca,0,0,0,0,0,0,0,1,1
2347,NEUQUEN,Loncopué,Loncopué,0,1,1,0,1,0,1,1,1
2348,NEUQUEN,Los Lagos,Villa La Angostura,1,0,1,1,1,1,1,1,1
2349,NEUQUEN,Los Lagos,Villa Traful,0,0,0,0,0,0,1,0,1
2350,NEUQUEN,Minas,Andacollo,0,0,1,1,0,0,1,1,1
2351,NEUQUEN,Minas,Huinganco,0,0,1,0,0,0,1,1,1
2352,NEUQUEN,Minas,Las Ovejas,0,0,0,0,0,0,1,1,0
2353,NEUQUEN,Minas,Los Miches,0,0,0,0,0,0,0,0,0
2354,NEUQUEN,Minas,Manzano Amargo,0,0,0,0,0,0,0,1,0
2355,NEUQUEN,Minas,Varvarco,0,0,0,0,1,0,0,1,0
2356,NEUQUEN,Minas,Villa del Nahueve,0,0,0,0,0,0,0,1,0
2357,BUENOS AIRES,Coronel Suárez,Huanguelén,0,0,1,1,1,1,1,1,0
2358,BUENOS AIRES,Coronel Suárez,Pasman,0,0,0,0,0,0,0,1,0
2359,BUENOS AIRES,Coronel Suárez,San José,0,1,0,1,1,0,1,0,0
2360,BUENOS AIRES,Coronel Suárez,Santa María,0,1,0,1,1,0,1,0,0
2361,BUENOS AIRES,Coronel Suárez,Santa Trinidad,0,1,0,1,1,1,1,0,0
2362,BUENOS AIRES,Coronel Suárez,Villa La Arcadia,0,1,0,1,0,0,0,0,0
2363,BUENOS AIRES,Daireaux,Andant,0,0,0,0,0,0,0,0,0
2364,BUENOS AIRES,Daireaux,Arboledas,0,0,0,0,1,0,1,0,0
2365,BUENOS AIRES,Daireaux,Daireaux,1,0,0,0,1,1,1,1,1
2366,BUENOS AIRES,Daireaux,La Larga,0,0,0,0,0,0,0,0,0
2367,BUENOS AIRES,Daireaux,La Manuela,0,0,0,0,0,0,0,0,0
2368,BUENOS AIRES,Daireaux,Salazar,0,0,0,0,1,1,1,1,0
2369,BUENOS AIRES,Dolores,Dolores,1,1,1,1,1,1,1,1,0
2370,BUENOS AIRES,Dolores,Sevigne,0,0,0,0,1,1,1,1,0
2371,BUENOS AIRES,Luján,Barrio Las Casuarinas,0,0,0,1,1,1,1,1,0
2372,BUENOS AIRES,Luján,Carlos Keen,0,0,0,0,1,1,1,1,0
2373,BUENOS AIRES,Luján,Club de Campo Los Puentes,0,0,0,0,1,1,0,0,0
2374,BUENOS AIRES,Luján,Cortines,1,0,0,1,1,1,1,1,0
2375,BUENOS AIRES,Luján,Country Club Las Praderas,0,0,0,0,1,0,0,0,0
2376,BUENOS AIRES,Luján,José María Jáuregui (Est. Jáuregui),1,1,0,1,1,1,1,1,0
2377,BUENOS AIRES,Luján,Lezica y Torrezuri,0,0,0,0,1,1,0,1,0
2378,BUENOS AIRES,Luján,Luján,1,1,1,1,1,1,1,1,1
2379,BUENOS AIRES,Luján,Olivera,0,0,0,1,1,1,1,1,0
2380,CORDOBA,Punilla,Las Jarillas,0,0,0,0,0,0,0,1,0
2381,SAN LUIS,Ayacucho,Pampa Grande,0,0,0,1,0,0,0,0,0
2382,SAN LUIS,Ayacucho,Pozo Del Molle,0,0,0,0,0,0,0,0,0
2383,BUENOS AIRES,Tornquist,Tornquist,1,1,0,1,1,1,1,0,1
2384,BUENOS AIRES,Tornquist,Tres Picos,0,0,0,0,1,0,0,0,0
2385,BUENOS AIRES,Tornquist,Villa Serrana La Gruta,0,1,0,0,0,0,0,0,0
2386,BUENOS AIRES,Tornquist,Villa Ventana,1,0,0,0,1,0,1,0,0
2387,BUENOS AIRES,Trenque Lauquen,30 de Agosto,0,1,0,1,1,1,1,0,0
2388,BUENOS AIRES,Trenque Lauquen,Berutti,0,0,0,1,1,1,1,0,0
2389,BUENOS AIRES,Trenque Lauquen,Girodias,1,0,0,0,0,0,1,1,0
2390,BUENOS AIRES,Trenque Lauquen,La Carreta,0,0,0,0,0,0,0,1,0
2391,BUENOS AIRES,Trenque Lauquen,Trenque Lauquen,1,0,1,1,1,1,1,1,1
2392,BUENOS AIRES,Trenque Lauquen,Trongé,0,0,0,0,0,0,0,1,0
2393,BUENOS AIRES,Tres Arroyos,Balneario Orense,0,0,0,0,1,1,0,0,0
2394,BUENOS AIRES,Escobar,Ingeniero Maschwitz,1,1,0,1,1,1,1,1,0
2395,BUENOS AIRES,Escobar,Loma Verde,0,0,0,1,1,1,0,0,0
2396,BUENOS AIRES,Escobar,Maquinista F. Savio (este),1,1,0,1,1,1,1,1,0
2397,BUENOS AIRES,Escobar,Matheu,1,1,0,1,1,1,1,1,1
2398,BUENOS AIRES,Escobar,Puerto Paraná,0,0,0,0,1,1,0,0,0
2399,BUENOS AIRES,Esteban Echeverría,9 De Abril,1,1,1,1,1,1,1,1,0
2400,BUENOS AIRES,Esteban Echeverría,Canning,1,1,0,1,1,1,1,1,0
2401,CORDOBA,Marcos Juárez,Colonia Italiana,0,1,0,0,0,1,0,1,0
2402,CORDOBA,Marcos Juárez,Colonia Veinticinco,0,0,0,0,0,0,0,0,0
2403,CORDOBA,Marcos Juárez,Corral de Bustos,1,1,0,1,1,1,1,1,0
2404,CORDOBA,Marcos Juárez,Cruz Alta,1,0,0,1,1,1,1,1,1
2405,CORDOBA,Marcos Juárez,General Baldissera,1,0,0,0,1,1,1,0,1
2406,CORDOBA,Marcos Juárez,General Roca,1,0,0,1,1,1,1,0,1
2407,CORDOBA,Marcos Juárez,Guatimozín,1,0,0,0,1,1,0,1,1
2408,CORDOBA,Marcos Juárez,Inriville,1,0,0,0,1,1,1,1,0
2409,CORDOBA,Marcos Juárez,Isla Verde,1,1,0,1,1,1,1,0,0
2410,CORDOBA,Marcos Juárez,Leones,1,1,0,1,1,1,1,1,0
2411,CORDOBA,Marcos Juárez,Los Surgentes,1,0,0,1,1,1,1,0,1
2412,ENTRE RIOS,Colón,Colón,1,1,0,1,1,1,1,1,1
2413,ENTRE RIOS,Colón,Colonia Hugues,0,0,0,0,0,0,0,1,0
2414,ENTRE RIOS,Colón,El Brillante,0,0,0,0,0,0,0,1,0
2415,ENTRE RIOS,Colón,El Colorado,0,0,0,0,1,1,0,0,0
2416,ENTRE RIOS,Colón,Hambis,0,0,0,0,0,0,0,1,0
2417,ENTRE RIOS,Colón,Hocker,0,0,0,0,1,0,0,0,0
2418,ENTRE RIOS,Colón,Hocker,0,0,0,0,1,0,0,1,1
2419,ENTRE RIOS,Colón,La Clarita,0,0,0,1,1,0,1,1,0
2420,ENTRE RIOS,Colón,Pueblo Cazes,0,0,0,0,0,0,0,1,0
2421,ENTRE RIOS,Colón,Pueblo Liebig's,0,0,0,1,1,1,1,1,0
2422,ENTRE RIOS,Colón,San José,1,0,0,0,1,1,1,1,0
2423,ENTRE RIOS,Colón,Ubajay,1,0,0,1,1,1,1,1,0
2424,ENTRE RIOS,Colón,Villa Elisa,1,1,0,1,1,1,1,1,0
2425,ENTRE RIOS,Concordia,Benito Legeren,0,0,0,0,1,1,0,0,0
2426,ENTRE RIOS,Concordia,Calabacilla,0,0,0,0,1,1,0,0,0
2427,ENTRE RIOS,Concordia,Clodomiro Ledesma,0,0,0,0,1,0,0,1,0
2428,LA PAMPA,Trenel,Metileo,0,0,0,0,1,1,1,1,1
2429,LA PAMPA,Trenel,Trenel,1,1,0,0,1,1,1,1,1
2430,LA PAMPA,Utracán,Ataliva Roca,0,0,0,1,1,1,1,1,1
2431,LA PAMPA,Utracán,Chacharramendi,0,0,0,0,1,0,1,1,1
